4.985245992052026054e+01,6.015000152587890625e+01,9.225350189208984375e+01,1.327260689846930859e+02,9.953563482575010823e+01,1.732901341547037646e+02,1.176163769199163482e+02,1.055379330816716816e+02,5.850079293596032670e+01,1.854844715470985861e+01,2.669977953761200951e+01,1.028134706611371314e+02,4.364796469691546577e+01,3.155250920273054760e+01,4.509600937021168221e+01,4.586548387756759837e+01,1.542333316802978516e+01,7.059016000466739627e+01,1.401503298865594616e+02,2.353361859153340845e+02,1.925260827347594841e+02,2.955700073242187500e+02,3.894428773477828543e+01,1.136910472951549025e+02,4.789023892618191525e+01,4.007820892333984375e+01,3.174899902343750000e+02,8.046760676255233591e+01,7.937469074473257535e+01,1.017020544466876970e+02,1.835718367369996145e+02,7.938999938964843750e+01,3.991557956646161642e+01,1.039121094174415703e+02,2.752964965419100167e+02,1.169047141298210875e+02,1.927002086216895407e+02,5.261125733199786225e+01,1.033420732096319767e+02,9.219130414946940277e+01,2.591576533177577062e+02,6.608244239405222231e+01,2.458815395041704903e+02,1.135941803758170181e+02,1.557550310413659815e+02,4.849000099905584449e+01,1.111979035233940039e+02,3.510950600447248604e+01
4.802359211446019316e+01,5.864849853515625000e+01,8.851100158691406250e+01,1.281221426663693421e+02,9.810991117910980108e+01,1.674586439701334655e+02,1.176613173614596661e+02,1.051574892095576388e+02,5.702638145781728696e+01,1.849356898362535162e+01,2.594498657369699757e+01,1.011832958797015607e+02,4.246540456940836350e+01,3.114830087012390436e+01,4.525147771937733410e+01,4.628959213895262792e+01,1.530666732788085938e+01,7.056490779341693553e+01,1.383113425649865178e+02,2.338658898105183539e+02,1.904087016107123418e+02,2.850400085449218750e+02,3.838858624764314698e+01,1.148091762063667431e+02,4.627387874373908261e+01,3.824075891491378343e+01,3.109599914550781250e+02,7.932545487615750801e+01,7.661440471752746362e+01,9.953908877644650488e+01,1.789558900148647069e+02,7.684999847412109375e+01,3.992439466788805191e+01,1.043054300354612565e+02,2.661804565396092244e+02,1.137277387178461083e+02,1.948342499837767434e+02,5.159068081105674253e+01,1.023055678484271453e+02,9.064603404089974958e+01,2.551800085479310383e+02,6.677763817722782846e+01,2.370598838657270733e+02,1.112309119914653621e+02,1.523335395939888315e+02,4.859106028189106041e+01,1.076143723612716485e+02,3.462875201061210362e+01
4.761609853557806815e+01,5.827600097656250000e+01,8.961150360107421875e+01,1.286026863003767460e+02,9.745460883110158079e+01,1.672444536588912740e+02,1.171489875363206323e+02,1.029472680287232862e+02,5.663159832759376400e+01,1.838929840866275711e+01,2.583585558393787096e+01,9.948755435755667520e+01,4.220608282689228474e+01,3.067810686567217715e+01,4.518601274289130743e+01,4.583014257557535842e+01,1.545866680145263672e+01,6.995057788381183173e+01,1.395737739014593046e+02,2.317923203583964664e+02,1.863011609301409806e+02,2.836300048828125000e+02,3.797864528402634932e+01,1.116158120277911365e+02,4.588524644336562375e+01,3.824075262094056882e+01,3.105799865722656250e+02,7.846413078369049288e+01,7.679715144991862985e+01,9.914656418163681906e+01,1.762089310048737900e+02,7.651000213623046875e+01,4.029488748097945461e+01,1.025167536010273466e+02,2.689251570540920966e+02,1.114136579569049985e+02,1.919705887342268511e+02,5.074800470719637246e+01,1.024207268703576972e+02,9.036592231838343992e+01,2.517599120261452299e+02,6.481994155169900296e+01,2.354734106332398937e+02,1.093032336979833872e+02,1.506643138825239419e+02,4.780555117922349240e+01,1.068380889452293445e+02,3.416984863974212772e+01
4.739780005088710624e+01,5.788999938964843750e+01,8.869950103759765625e+01,1.285930493427962631e+02,9.563923662832594630e+01,1.669621453323877915e+02,1.162681838832563415e+02,1.030378478938293654e+02,5.628517368441804791e+01,1.843868875920774997e+01,2.510834142089409937e+01,1.002651526010738507e+02,4.144519995356547071e+01,3.023265673070134341e+01,4.480141665211948521e+01,4.618356480218824345e+01,1.510000038146972656e+01,7.086787851450823439e+01,1.341264142154432477e+02,2.321127946653045910e+02,1.872371667302428477e+02,2.822399902343750000e+02,3.762336278566542092e+01,1.130649001551112178e+02,4.577925344394223828e+01,3.727106470878209876e+01,3.025599975585937500e+02,7.845477568826628101e+01,7.742230764407523225e+01,9.816943606125634858e+01,1.767186522971858267e+02,7.648999786376953125e+01,3.992439506839008345e+01,1.033595963006984420e+02,2.698764370324435617e+02,1.088328654010663428e+02,1.944876829738616095e+02,4.974614768313469426e+01,1.006754557593311574e+02,9.069122626469383874e+01,2.533754743310965409e+02,6.421264879719228702e+01,2.301560373077101644e+02,1.102948813508790664e+02,1.502862186546862517e+02,4.855201971401774586e+01,1.058722508758890086e+02,3.344143432148425177e+01
4.855963640841725493e+01,5.932149887084960938e+01,9.030000305175781250e+01,1.312939386822764902e+02,9.656906197647163026e+01,1.727644366403605432e+02,1.177242242236828957e+02,1.046411697447115188e+02,5.708278218688139560e+01,1.879538986171444037e+01,2.556303797557741930e+01,1.016907949522727961e+02,4.131989264105812509e+01,3.027390689193359918e+01,4.530058128744865087e+01,4.701410982270203931e+01,1.563000011444091797e+01,7.132233165568213451e+01,1.370787216050007942e+02,2.320374206133558346e+02,1.905631404621717877e+02,2.927500000000000000e+02,3.823372763490076665e+01,1.145855581667117207e+02,4.662718266084871743e+01,3.883998149742693329e+01,3.110299987792968750e+02,7.968119970789649642e+01,7.868223029037331173e+01,9.978959857637245534e+01,1.793523210365101193e+02,7.694000244140625000e+01,4.095647458472777203e+01,1.048485794366291515e+02,2.749100752174389299e+02,1.098850301204891196e+02,1.981811854232940391e+02,5.029857722016356547e+01,1.032446198884990594e+02,9.174850992819352768e+01,2.579671830448860987e+02,6.506764412356422156e+01,2.356913886572217223e+02,1.119445328200858825e+02,1.517894208553336455e+02,4.897232302616161093e+01,1.101056997078542707e+02,3.366724204268777498e+01
4.901196645103365768e+01,5.999950027465820312e+01,9.144750213623046875e+01,1.332258285673228499e+02,9.683470567173165477e+01,1.749159527958879039e+02,1.184612311794934243e+02,1.065434073603930045e+02,5.811406832725148774e+01,1.889416879654023518e+01,2.570854039106267663e+01,1.017378508873569274e+02,4.201810220740927804e+01,3.033164996232983057e+01,4.553788104283503202e+01,4.752656473916488977e+01,1.573666667938232422e+01,7.161687165179937153e+01,1.362834965800480234e+02,2.334794369797829177e+02,1.921534676203522451e+02,2.961400146484375000e+02,3.883496478805300711e+01,1.160257182041665658e+02,4.661835448680215421e+01,3.893943929226547596e+01,3.137399902343750000e+02,8.016805208896572310e+01,7.996135735022922120e+01,1.028127830849380189e+02,1.827600128824708463e+02,7.759999847412109375e+01,4.171508434318048586e+01,1.060472902308933101e+02,2.762379425878186225e+02,1.105358612899207316e+02,1.988833817729103259e+02,5.078545905708400454e+01,1.038736122741040049e+02,9.206479047980253938e+01,2.594221595314122055e+02,6.586670581406096403e+01,2.349939789853183640e+02,1.106192503250826178e+02,1.539105633165315794e+02,4.957869184067419610e+01,1.119019891844304198e+02,3.385663087400576643e+01
4.860291871917053896e+01,5.900000000000000000e+01,8.979949951171875000e+01,1.317456433595686462e+02,9.602886888302221280e+01,1.727449724086970377e+02,1.181916113608300805e+02,1.057825045891764262e+02,5.714813863747055933e+01,1.891612009826192775e+01,2.530840910107395558e+01,1.004762440357916233e+02,4.096183421022388416e+01,2.995219749862786784e+01,4.570154409083602332e+01,4.707595095692713727e+01,1.553266716003417969e+01,7.172627702338827760e+01,1.364922351691714084e+02,2.326029041261482178e+02,1.891091915353235322e+02,2.931400146484375000e+02,3.892606380179135073e+01,1.148986231024788793e+02,4.616787951113642663e+01,3.781310394190347779e+01,3.054599914550781250e+02,8.087955741485981775e+01,7.829749815979697303e+01,1.027292751060298457e+02,1.807493662479885188e+02,7.706999969482421875e+01,4.145927119513050485e+01,1.057288873378768272e+02,2.722248311981983306e+02,1.076706816470637733e+02,2.010356940737289051e+02,5.026111881658565750e+01,1.019954929800249772e+02,9.187501934129343795e+01,2.589025499344668901e+02,6.588267819163731076e+01,2.383064752214910698e+02,1.107397202923051935e+02,1.525548903092561375e+02,4.986578548322773941e+01,1.079664071862219288e+02,3.352884409962850754e+01
4.894379327865878793e+01,5.871749877929687500e+01,8.915000152587890625e+01,1.307653114337704210e+02,9.559494733105546516e+01,1.697756770592884550e+02,1.189106280673494354e+02,1.055379416796920822e+02,5.650373148897541853e+01,1.886124286417772922e+01,2.507196731364868825e+01,9.909226177623038723e+01,4.072014086678305489e+01,2.922627766040153929e+01,4.552970415284119099e+01,4.674019911636872848e+01,1.525399971008300781e+01,7.191981111079854827e+01,1.341959917528363349e+02,2.277866442512265905e+02,1.874825442171319025e+02,2.882300109863281250e+02,3.875298958180884057e+01,1.147465674665876634e+02,4.546127366898838318e+01,3.764153283436056796e+01,3.097699890136718750e+02,7.987780764320577020e+01,7.806667391157519376e+01,1.010590180808496683e+02,1.781817997059683023e+02,7.693000030517578125e+01,4.096529492077588941e+01,1.063188480460531764e+02,2.695891196536549614e+02,1.061944231819046252e+02,2.006343748101158155e+02,4.975550725186703005e+01,1.013487712099289695e+02,9.151356677800535522e+01,2.562099085884148622e+02,6.523544402473413584e+01,2.399801537301690928e+02,1.100909853501438249e+02,1.520845403773189446e+02,4.947073038461871164e+01,1.086433937128111040e+02,3.334674421010401346e+01
4.946483204326145255e+01,5.880350112915039062e+01,8.965049743652343750e+01,1.314996717991511446e+02,9.413379590337848413e+01,1.715767361044476331e+02,1.191173490996756072e+02,1.054926448099929530e+02,5.634059325817634800e+01,1.898745946944428198e+01,2.449905176670705842e+01,9.930880172339085732e+01,4.123037481931384463e+01,2.881382752260241631e+01,4.585701039079408048e+01,4.712896889022613323e+01,1.541399955749511719e+01,7.184409181289049684e+01,1.342556370490262339e+02,2.325463556162854104e+02,1.858013663837522813e+02,2.876000061035156250e+02,3.961841518665249140e+01,1.158557715354830293e+02,4.603538921093669956e+01,3.791753539760292568e+01,3.080100097656250000e+02,8.040209718625824564e+01,7.813400004547993660e+01,1.002322266198238196e+02,1.797299164976213888e+02,7.676999664306640625e+01,4.136224187926363527e+01,1.081673952033317079e+02,2.701538936320546327e+02,1.062817084840350930e+02,1.996768182890315302e+02,4.995213773280292457e+01,1.016677066965034442e+02,9.172139950292903166e+01,2.588741707247705790e+02,6.672969266020227508e+01,2.430223697908320162e+02,1.089695901542349503e+02,1.531174493178168632e+02,4.963381363087626852e+01,1.089503103889505553e+02,3.379836084982176203e+01
4.953787210976464905e+01,5.842150115966796875e+01,8.909950256347656250e+01,1.295998913557028800e+02,9.282319249221228574e+01,1.698938822370481034e+02,1.169962082942345631e+02,1.058006253603976887e+02,5.502732640231975125e+01,1.878989882281687329e+01,2.417166639964783670e+01,1.059463423417699630e+02,4.126617893106431012e+01,2.829414406499250489e+01,4.543968276812288565e+01,4.720848772125475534e+01,1.472399997711181641e+01,7.028719481800690971e+01,1.327049236099816483e+02,2.303031804428846669e+02,1.844745836688530574e+02,2.856400146484375000e+02,3.867099102919889475e+01,1.159809847151801847e+02,4.183109038284778336e+01,3.750230537775763651e+01,2.995000000000000000e+02,7.879181427625697154e+01,7.783585445030946914e+01,9.791056902777917514e+01,1.768508234501724701e+02,7.647000122070312500e+01,4.042720282225757700e+01,1.039860989685525396e+02,2.721554447440033755e+02,1.041467279198341913e+02,1.969865003027360046e+02,4.929672325167270230e+01,1.016145514212591223e+02,9.107979951178452893e+01,2.555957582417814535e+02,6.706529867202216622e+01,2.371035193817964171e+02,1.088769264855737333e+02,1.513749248869107760e+02,4.929618642375943693e+01,1.094648033134084528e+02,3.341958242927699274e+01
